paket,dalamNegeri,jenisPengadaan,metode,lembaga,satker,lokasi,id,pagu,pemilihanDate,sumberDana,isUMKM,volumePekerjaan,uraianPekerjaan,spesifikasiPekerjaan,ownerType,potensiPemborosan,tags.isInappropriate,tags.inappropriateReason,jumlahTagAktif,_source_part
Pengadaan Lisensi Aplikasi Video Conference Kegiatan AHU Lainnya Pada Kantor Wilayah Kementrian Hukum Sulawesi Selatan Tahun Anggaran 2026,True,Jasa Lainnya,Pengadaan Langsung,Kementerian Hukum,19 KANWIL SULAWESI SELATAN AHU,"Sulawesi Selatan, Makassar (Kota)",66352070,2900000.0,April 2026,APBN - RUPIAH MURNI (A),True,1 Paket,Pengadaan Lisensi Aplikasi Video Conference (Zoom Meeting),Mampu Mengadakan Lisensi Aplikasi Video Conference (Zoom Meeting),central,0.0,low,,0,111
Langganan Aplikasi SIMPUS,True,Jasa Lainnya,Pengadaan Langsung,Kab. Aceh Barat,FKTP Puskesmas Cot Seumeureung,"Aceh, Aceh Barat (Kab.)",66351651,9600000.0,March 2026,APBD,True,16 Kali,Langganan Aplikasi SIMPUS;,BOK Puskesmas;,kabkota,0.0,low,,0,111
Belanja Pemeliharaan Aset Tidak Berwujud-Software,True,Jasa Lainnya,Pengadaan Langsung,Kab. Biak Numfor,BADAN KEPEGAWAIAN DAN PENGEMBANGAN SUMBER DAYA MANUSIA,"Papua, Biak Numfor (Kab.)",66352226,25000000.0,March 2026,APBD,True,1 Paket,Beban Pemeliharaan Aset Tidak Berwujud-Software;,perawatan aplikasi (SIMPEG);,kabkota,0.0,low,,0,111
Pengadaan software pendukung perwajahan publikasi BPS Kabupaten/Kota,True,Barang,Pengadaan Langsung,Badan Pusat Statistik,BADAN PUSAT STATISTIK KAB MANGGARAI TIMUR,"Nusa Tenggara Timur, Manggarai Timur (Kab.)",66352142,1750000.0,March 2026,APBN - RUPIAH MURNI (A),True,"( 1, PAKET, @ 1750000 )","1. Pengadaan software pendukung perwajahan publikasi BPS Kabupaten/Kota ( 1, PAKET, @ 1750000 );",sesuai KAK,central,0.0,low,,0,111
Akomodasi dan Konsumsi Penyusunan Modul Bimtek Pengembangan Aplikasi,True,Jasa Lainnya,Dikecualikan,Kementerian Dalam Negeri,DIREKTORAT JENDERAL BINA PEMERINTAHAN DESA,"DKI Jakarta, Jakarta Selatan (Kota)",66352095,66000000.0,June 2026,APBN - RUPIAH MURNI (A),True,1 PKT,Akomodasi dan Konsumsi fullboard meeting peserta dan panitia [1PKT],Akomodasi dan Konsumsi Penyusunan Modul Bimtek Pengembangan Aplikasi,central,0.0,low,,0,111
"Langganan Aplikasi (G.Drive, Zoom, Capcut  Canva",True,Jasa Lainnya,Pengadaan Langsung,Lembaga Penyiaran Radio Republik Indonesia,RRI BOUVEN DIGUL,"Papua Selatan, Boven Digoel (Kab.)",66387619,5000000.0,January 2026,APBN - RUPIAH MURNI (A),True,1 Tahun,"Langganan Aplikasi (G.Drive, Zoom, Capcut Canva ( 1, TAHUN, @ 5000000 );","Langganan Aplikasi (G.Drive, Zoom, Capcut Canva ( 1, TAHUN, @ 5000000 );",central,0.0,low,,0,111
Belanja Jasa Konversi Aplikasi/Sistem Informasi,True,Jasa Lainnya,Pengadaan Langsung,Kota Samarinda,Badan Kepegawaian dan Pengembangan Sumber Daya Manusia Kota Samarinda,"Kalimantan Timur, Samarinda (Kota)",66356328,100000000.0,January 2026,APBD,True,3 Paket,Beban Jasa Konversi Aplikasi/Sistem Informasi; Beban Jasa Konversi Aplikasi/Sistem Informasi; Beban Jasa Konversi Aplikasi/Sistem Informasi; Beban Jasa Konversi Aplikasi/Sistem Informasi;,Belanja ID Zoom ±1000 user; Update Aplikasi; Pembuatan Aplikasi; Belanja ID Zoom ±100 user;,kabkota,0.0,med,,1,111
Perpanjangan Lisensi Aplikasi Corporate Performance Management,True,Barang,Tender,Kementerian Badan Usaha Milik Negara,KEMENTERIAN BADAN USAHA MILIK NEGARA,"DKI Jakarta, Jakarta Pusat (Kota)",66355582,1459345000.0,January 2026,APBN - RUPIAH MURNI (A),False,"( 1, PKT, @ 1459345000 )","1. Perpanjangan Lisensi Aplikasi Corporate Performance Management ( 1, PKT, @ 1459345000 );","1. Perpanjangan Lisensi Aplikasi Corporate Performance Management ( 1, PKT, @ 1459345000 );",central,0.0,low,,0,111
Updating Data Base Aplikasi SIPASMINUMMAS,True,Jasa Konsultansi,Pengadaan Langsung,Kab. Sambas,"DINAS PERUMAHAN RAKYAT, KAWASAN PERMUKIMAN DAN LINGKUNGAN HIDUP","Kalimantan Barat, Sambas (Kab.)",66391347,98134000.0,April 2026,APBD,True,1 Paket,Jasa Konsultansi Perencanaan;,;,kabkota,0.0,low,,0,111
Belanja Jasa Konversi Aplikasi/Sistem Informasi,True,Jasa Lainnya,Pengadaan Langsung,Kab. Sumba Barat Daya,PUSKESMAS BILLA CENGE,"Nusa Tenggara Timur, Sumba Barat Daya (Kab.)",66356147,13320000.0,March 2026,APBD,True,1 Paket,Belanja Biaya Langganan Simpus;,Biaya Paket Internet;,kabkota,0.0,med,,1,111
Belanja Modal Aset tidak Berwujud-Software,True,Barang,Pengadaan Langsung,Kab. Deli Serdang,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU,"Sumatera Utara, Deli Serdang (Kab.)",66352240,3300000.0,April 2026,APBD,True,1 Paket,Belanja Modal Aset tidak Berwujud-Software,Lisensi SSL 1 unit x 1 tahun,kabkota,0.0,low,,0,111
Belanja Langganan Aplikasi,True,Jasa Lainnya,Penunjukan Langsung,Kab. Asahan,UPTD PUSKESMAS BINJAI SERBANGAN,"Sumatera Utara, Asahan (Kab.)",66354168,10000000.0,January 2026,BLUD,True,1 TAHUN,-,-,kabkota,0.0,low,,0,111
Belanja Makanan dan Minuman Aktivitas Lapangan sub kegiatan Pelatihan PenggunaanAplikasi Bidang Pendidikan,True,Barang,E-Purchasing,Kota Metro,Dinas Pendidikan dan Kebudayaan,"Lampung, Metro (Kota)",66394146,520000.0,February 2026,APBD,True,1 paket,Belanja Makanan dan Minuman Aktivitas Lapangan,"Makanan Kegiatan,Kudapan",kabkota,0.0,low,,0,111
Belanja Bahan Bimtek Implementasi Pengembangan Aplikasi bagi Pemerintah Desa,True,Barang,Pengadaan Langsung,Kementerian Dalam Negeri,DIREKTORAT JENDERAL BINA PEMERINTAHAN DESA,"LAINNYA, Lainnya",66356080,58742000.0,July 2026,APBN - RUPIAH MURNI (A),True,1 PKT,konsumsi makan [135 PKT] Snack [135 PKT] seminar kit [200 OK] spanduk [4 PKT] cetak laporan [4 PKT] ATK [4 PKT] sertifikat [200 PKT],Belanja Bahan Bimtek Implementasi Pengembangan Aplikasi bagi Pemerintah Desa,central,0.0,low,,0,111
Belanja Bahan Bimtek Implementasi Pengembangan Aplikasi bagi Pemerintah Daerah,True,Barang,Pengadaan Langsung,Kementerian Dalam Negeri,DIREKTORAT JENDERAL BINA PEMERINTAHAN DESA,"DKI Jakarta, Jakarta Selatan (Kota)",66354598,95906000.0,July 2026,APBN - RUPIAH MURNI (A),True,1 PKT,perlengkapan peserta [206 OK] cetak laporan [2 PKT] ATK [2 PKT] spanduk [2 PKT] cetak modul [200 OKT] sertifikat [200PKT],Belanja Bahan Bimtek Implementasi Pengembangan Aplikasi bagi Pemerintah Daerah,central,0.0,low,,0,111
Bahan Pelatihan Pembuatan Konten Pemasaran Berbasis Aplikasi Smartphone (200 JP),True,Barang,Pengadaan Langsung,Kementerian Ketenagakerjaan,Balai Pelatihan Vokasi dan Produktivitas Samarinda,"Kalimantan Timur, Samarinda (Kota)",66357337,52500000.0,January 2026,APBN - RUPIAH MURNI (A),True,"( 3, PKT, @ 17500000 )","1. Bahan Pelatihan Pembuatan Konten Pemasaran Berbasis Aplikasi Smartphone (200 JP) ( 3, PKT, @ 17500000 );",Sesuai spektek,central,0.0,low,,0,111
Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor sub kegiatan Pelatihan PenggunaanAplikasi Bidang Pendidikan,True,Barang,E-Purchasing,Kota Metro,Dinas Pendidikan dan Kebudayaan,"Lampung, Metro (Kota)",66391826,501000.0,February 2026,APBD,True,1 paket,Belanja Alat/Bahan untuk Kegiatan Kantor-Alat Tulis Kantor,"Kertas HVS,Stopmap / Snelechter",kabkota,0.0,low,,0,111
Belanja Jasa Konfersi Aplikasi/sistem informasi RME,True,Barang,E-Purchasing,Kab. Sumenep,Puskesmas Ambunten,"Jawa Timur, Sumenep (Kab.)",66354820,12000000.0,February 2026,BLUD,True,1 Paket,Belanja Jasa Konfersi Aplikasi/sistem informasi RME,Belanja Jasa Konfersi Aplikasi/sistem informasi RME,kabkota,0.0,low,,0,111
Belanja Sewa Aset Tidak Berwujud-Software,True,Jasa Lainnya,Pengadaan Langsung,Kab. Pamekasan,Puskesmas Proppo,"Jawa Timur, Pamekasan (Kab.)",66355578,13320000.0,January 2026,APBD,True,1 Paket,Beban Sewa Software/Aplikasi;,Sistem Informasi Manajemen Puskesmas (SIMPUS);,kabkota,0.0,low,,0,111
Belanja Sewa Aset Tidak Berwujud-Software,True,Jasa Lainnya,E-Purchasing,Kab. Paser,"Dinas Komunikasi, Informatika, Statistik dan Persandian","Kalimantan Timur, Paser (Kab.)",66396521,29970000.0,March 2026,APBD,True,1 Paket,Jasa Pembuatan dan Pengurusan Akun Pengembang Aplikasi,"Pengurusan DUNS, Pendaftaran Mobile Apps Developer, Layanan 1 tahun",kabkota,0.0,low,,0,111
Pembuatan aplikasi sistem informasi Etik berbasis web,True,Jasa Lainnya,Pengadaan Langsung,"Kementerian Pendidikan Tinggi, Sains, dan Teknologi",UNIVERSITAS RIAU,"Riau, Pekanbaru (Kota)",66397303,33300000.0,June 2026,APBN - PNBP (D),True,1 Paket,Pembuatan aplikasi sistem informasi Etik berbasis web,Pembuatan aplikasi sistem informasi Etik berbasis web,central,0.0,low,,0,111
Belanja Jasa Konversi Aplikasi/Sistem Informasi ( RME ),True,Barang,E-Purchasing,Kab. Sumenep,Puskesmas Pamolokan,"Jawa Timur, Sumenep (Kab.)",66352493,12000000.0,January 2026,BLUD,True,1 tahun,Belanja Jasa Konversi Aplikasi/Sistem Informasi ( RME ),Belanja Jasa Konversi Aplikasi/Sistem Informasi ( RME ),kabkota,0.0,low,,0,111
Akomodasi dan Konsumsi Bimtek Implementasi Pengembangan Aplikasi bagi Pemerintah Daerah,True,Jasa Lainnya,Dikecualikan,Kementerian Dalam Negeri,DIREKTORAT JENDERAL BINA PEMERINTAHAN DESA,"DKI Jakarta, Jakarta Selatan (Kota)",66355317,466840000.0,July 2026,APBN - RUPIAH MURNI (A),True,440 OH,Akomodasi dan Konsumsi fullboard meeting peserta dan panitia [440 OH],Akomodasi dan Konsumsi Bimtek Implementasi Pengembangan Aplikasi bagi Pemerintah Daerah,central,0.0,low,,0,111
Pembuatan Aplikasi Sistem Managemen Laboratorium FK,True,Jasa Lainnya,Pengadaan Langsung,"Kementerian Pendidikan Tinggi, Sains, dan Teknologi",UNIVERSITAS RIAU,"Riau, Pekanbaru (Kota)",66397325,33300000.0,March 2026,APBN - PNBP (D),True,1 Paket,Pembuatan Aplikasi Sistem Managemen Laboratorium FK,Pembuatan Aplikasi Sistem Managemen Laboratorium FK,central,0.0,low,,0,111
Belanja Jasa Konversi Aplikasi/Sistem Informasi,True,Jasa Lainnya,Pengadaan Langsung,Kab. Boyolali,UPT Puskesmas Nogosari,"Jawa Tengah, Boyolali (Kab.)",66397151,15000000.0,January 2026,BLUD,True,1 tahun,Belanja Jasa Konversi Aplikasi/Sistem Informasi,Belanja Jasa Konversi Aplikasi/Sistem Informasi,kabkota,0.0,low,,0,111
Pemeliharaan Software,True,Jasa Lainnya,Pengadaan Langsung,Kota Sorong,DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU,"Papua Barat Daya, Sorong (Kota)",66393853,95787000.0,March 2026,APBD,True,1 Paket,Pemeliharaan Software;,Pemeliharaan Website DPMPTSP Kota Sorong;,kabkota,0.0,low,,0,111
"Pembuatan/Pengembangan Wibsite, Aplikasi Mustahik dan Muzakki",True,Jasa Lainnya,Pengadaan Langsung,Kab. Aceh Tengah,SEKRETARIAT BAITUL MAL,"Aceh, Aceh Tengah (Kab.)",66358382,200000000.0,January 2026,APBD,True,1 Paket,"Pembuatan/Pengembangan Wibsite, Aplikasi Mustahik dan Muzakki","Pembuatan/Pengembangan Wibsite, Aplikasi Mustahik dan Muzakki",kabkota,0.0,low,,0,111
Jasa Pengembangan Aplikasi/Software,True,Jasa Lainnya,E-Purchasing,Kab. Simeulue,BADAN PENGELOLAAN KEUANGAN DAERAH KABUPATEN SIMEULUE,"Aceh, Simeulue (Kab.)",66358659,270000000.0,February 2026,APBD,True,1 Paket,Jasa Pengembangan Aplikasi/Software;,-;,kabkota,0.0,low,,0,111
Belanja Jasa konversi aplikasi/sistem informasi,True,Jasa Lainnya,Pengadaan Langsung,Kab. Pesawaran,BLUD Puskesmas Pedada,"Lampung, Pesawaran (Kab.)",66398499,21000000.0,January 2026,BLUD,True,12 Bulan,Belanja Jasa konversi aplikasi/sistem informasi,Biaya Langganan SIMPUS/E-Puskes Biaya Langganan Aplikes,kabkota,0.0,low,,0,111
Pembuatan Aplikasi Sektor Perhubungan;,True,Jasa Lainnya,E-Purchasing,Provinsi Kalimantan Tengah,Dinas Perhubungan,"Kalimantan Tengah, Palangka Raya (Kota)",66360497,50000000.0,April 2026,APBD,True,1 Paket,Beban Jasa Konversi Aplikasi/Sistem Informasi;,Pembuatan Aplikasi Sektor Perhubungan;,provinsi,0.0,low,,0,111
Belanja Jasa Konversi Aplikasi/Sistem Informasi,True,Jasa Konsultansi,E-Purchasing,Kab. Serdang Bedagai,Dinas Penanaman Modal dan Pelayanan Terpadu Satu Pintu,"Sumatera Utara, Serdang Bedagai (Kab.)",66359863,96000000.0,February 2026,APBD,True,1 Paket,Jasa Pemeliharaan dan Penanganan Gangguan Jaringan Teknologi Informasi; Jasa Pengelolaan Sistem Informasi Perizinan Berbasis Elektronik,Spesifikasi di KAK,kabkota,0.0,low,,0,111
Belanja Barang dan Jasa BLUD (Belanja Pemeliharaan Aset Tidak Berwujud - Software dan/atau Lisensi dan Franchise)(Pemeliharaan software HCLAB),True,Jasa Lainnya,Pengadaan Langsung,Provinsi DKI Jakarta,RUMAH SAKIT UMUM DAERAH PASAR REBO,"DKI Jakarta, Jakarta Timur (Kota)",66361248,78530280.0,January 2026,BLUD,True,1 Paket,Belanja Pemeliharaan Aset Tidak Berwujud - Software dan/atau Lisensi dan Franchise,Belanja Pemeliharaan Aset Tidak Berwujud - Software dan/atau Lisensi dan Franchise AJU-SIMAPI-001-2026-00002 (Pemeliharaan Aset Tidak Berwujud-Software Merk HCLAB)_1 Kegiatan,provinsi,0.0,low,,0,111
Pemeliharaan Aplikasi SIPANDA,True,Jasa Lainnya,Pengadaan Langsung,Kab. Gunungkidul,"Badan Perencanaan Pembangunan, Riset, dan Inovasi Daerah","DI Yogyakarta, Gunung Kidul (Kab.)",66361133,40000000.0,April 2026,APBD,True,1 rekening belanja,Pemeliharaan Aplikasi SIPANDA,Pemeliharaan Aplikasi SIPANDA,kabkota,0.0,low,,0,111
Belanja Aplikasi SPPD,True,Jasa Lainnya,Pengadaan Langsung,Aceh,Sekretariat DPR Aceh,"Aceh, Banda Aceh (Kota)",66399951,19500000.0,January 2026,APBD,True,13 Kali x 1 Tahun,KAK,KAK,central,0.0,low,,0,111
Pemeliharaan dan Pengembangan Aplikasi LAPAK ON,True,Jasa Konsultansi,Pengadaan Langsung,Kota Bogor,BADAN PENDAPATAN DAERAH,"Jawa Barat, Bogor (Kota)",66403718,97067400.0,January 2026,APBD,True,1 Paket,Pemeliharaan dan Pengembangan Aplikasi LAPAK ON,Pemeliharaan dan Pengembangan Aplikasi LAPAK ON,kabkota,0.0,low,,0,112
Belanja Sewa Aset Tidak Berwujud-Software,True,Jasa Lainnya,E-Purchasing,Kota Manado,Dinas Pendidikan dan Kebudayaan,"Sulawesi Utara, Manado (Kota)",66403064,25000000.0,March 2026,APBD,False,1 Paket,Sewa Aset Tidak Berwujud-Software;,Sewa AI (ChatGPT / Gemini / Copilot / etc);,kabkota,25000000.0,high,"Pengadaan sewa perangkat lunak AI generatif untuk instansi pendidikan daerah berpotensi tidak relevan atau belum memiliki justifikasi kebutuhan yang kuat dari informasi yang tersedia. Uraian sangat umum, mencantumkan beberapa merek/layanan sekaligus, dan tidak menjelaskan tujuan, jumlah lisensi, durasi, maupun keluaran yang terukur, sehingga seluruh nilai pengadaan layak dicermati sebagai potensi pemborosan.",1,112
Belanja Jasa Konversi Aplikasi/Sistem Informasi,True,Jasa Lainnya,E-Purchasing,Kota Manado,Dinas Pendidikan dan Kebudayaan,"Sulawesi Utara, Manado (Kota)",66403016,200000000.0,March 2026,APBD,True,1 Paket,Jasa Konversi Aplikasi/Sistem Informasi;,Operating System - Aplikasi/Website;,kabkota,0.0,low,,0,112
